step,row,col,hop0_score,hop1_score,escalated,dead_end,shortcut
120,3,34,0.23255813953488372,,1,0,0
121,3,35,0.22970903522205208,,1,0,0
122,4,35,0.22692889561270801,,1,0,0
123,4,36,0.2242152466367713,,1,0,0
124,4,35,0.0,,1,0,0
125,5,35,0.22156573116691286,,1,0,0
126,6,35,0.21897810218978103,,1,0,0
127,6,34,0.21645021645021645,,1,0,0
128,7,34,0.21398002853067047,,1,0,0
129,7,35,0.21156558533145275,,1,0,0
130,7,36,0.20920502092050208,,1,0,0
131,8,36,0.20689655172413793,,1,0,0
132,9,36,0.20463847203274216,,1,0,0
133,9,35,0.20242914979757085,,1,0,0
134,8,35,0.20026702269692925,,1,0,0
135,8,34,0.19815059445178335,,1,0,0
136,9,34,0.19607843137254902,,1,0,0
137,10,34,0.19404915912031048,,1,0,0
138,10,33,0.19206145966709345,,1,0,0
139,9,33,0.19011406844106463,,1,0,0
140,9,32,0.18820577164366373,,1,0,0
141,10,32,0.18633540372670807,,1,0,0
142,10,31,0.18450184501845018,,1,0,0
143,9,31,0.18270401948842874,,1,0,0
144,9,30,0.18094089264173704,,1,0,0
145,10,30,0.17921146953405018,,1,0,0
146,10,29,0.17751479289940827,,1,0,0
147,11,29,0.1758499413833529,,1,0,0
148,11,28,0.17421602787456447,,1,0,0
149,10,28,0.17261219792865362,,1,0,0
150,11,28,0.0,,1,0,0
151,11,27,0.17103762827822122,,1,0,0
152,12,27,0.1694915254237288,,1,0,0
153,12,28,0.16797312430011196,,1,0,0
154,12,29,0.1664816870144284,,1,0,0
155,12,30,0.16501650165016502,,1,0,0
156,13,30,0.16357688113413305,,1,0,0
157,13,31,0.16216216216216214,,1,0,0
158,12,31,0.1607717041800643,,1,0,0
159,12,32,0.1594048884165781,,1,0,0
160,12,33,0.15806111696522657,,1,0,0
161,13,33,0.1567398119122257,,1,0,0
162,14,33,0.15544041450777202,,1,0,0
163,15,33,0.1541623843782117,,1,0,0
164,15,32,0.1529051987767584,,1,0,0
165,16,32,0.15166835187057634,,1,0,0
166,16,33,0.15045135406218654,,1,0,0
167,16,34,0.1492537313432836,,1,0,0
168,15,34,0.14807502467917077,,1,0,0
169,15,35,0.14691478942213515,,1,0,0
170,16,35,0.1457725947521866,,1,0,0
171,16,36,0.14464802314368372,,1,0,0
172,17,36,0.14354066985645933,,1,0,0
173,17,37,0.14245014245014245,,1,0,0
174,18,37,0.1413760603204524,,1,0,0
175,18,36,0.1403180542563143,,1,0,0
176,19,36,0.1392757660167131,,1,0,0
177,20,36,0.1382488479262673,,1,0,0
178,20,37,0.1372369624885636,,1,0,0
179,21,37,0.13623978201634876,,1,0,0
180,22,37,0.1352569882777277,,1,0,0
181,23,37,0.13428827215756492,,1,0,0
182,23,36,0.13333333333333333,,1,0,0
183,22,36,0.1323918799646955,,1,0,0
184,22,35,0.13146362839614373,,1,0,0
185,21,35,0.13054830287206268,,1,0,0
186,21,34,0.12964563526361278,,1,0,0
187,22,34,0.12875536480686695,,1,0,0
188,23,34,0.1278772378516624,,1,0,0
189,23,35,0.12701100762066045,,1,0,0
190,23,36,0.0,,1,0,0
191,24,36,0.1261564339781329,,1,0,0
192,25,36,0.12531328320802004,,1,0,0
193,25,35,0.12448132780082986,,1,0,0
194,25,34,0.12366034624896949,,1,0,0
195,25,33,0.12285012285012285,,1,0,0
196,25,32,0.12205044751830757,,1,0,0
197,26,32,0.12126111560226355,,1,0,0
198,26,31,0.12048192771084339,,1,0,0
199,25,31,0.11971268954509177,,1,0,0
