variant,algo,seed,loop_redundancy,clipped_redundancy,unique_coverage,backtrack_rate,path_length
N/A,simple,101,1.1485714285714286,1.1485714285714286,0.9303482587064676,0.03,201
N/A,dfs,101,1.0,1.0,1.0,0.0,200
N/A,random,101,1.3673469387755102,1.3673469387755102,0.8855721393034826,0.08,201
N/A,simple,101,1.3862068965517242,1.3862068965517242,0.7711442786069652,0.1,201
N/A,dfs,101,1.0,1.0,1.0,0.0,200
N/A,random,101,3.792452830188679,3.792452830188679,0.34328358208955223,0.4,201
